54,47,18,58,184,44,58,3069,-11335,50,223,1,33,-9999,2,10,2
35,48,9,57,185,46,57,3068,-11335,48,223,1,33,-9999,2,10,2
119,174,53,74,182,46,64,3064,-11335,63,207,1,33,-9999,2,10,1
62,184,48,66,185,42,61,3063,-11335,71,202,1,33,-9999,2,7,0
421,275,89,92,180,48,76,3015,-11335,134,225,1,32,2,12,10,0
318,283,64,80,183,44,67,3014,-11335,123,225,1,32,2,10,7,0
203,276,70,67,190,41,58,3013,-11335,116,225,1,32,2,2,10,0
98,228,33,61,197,44,61,3012,-11335,97,224,1,32,2,1,16,0
44,109,20,61,200,47,63,3011,-11335,59,215,1,32,2,2,10,0
34,49,14,63,201,47,62,3010,-11335,54,203,1,32,2,2,7,0
44,74,13,65,200,47,63,3009,-11335,41,193,1,32,2,12,7,0
292,250,132,139,221,79,131,2704,-11335,122,86,2,22,2,13,7,0
143,231,26,127,227,75,127,2703,-11335,96,84,-9999,20,2,13,7,0
142,134,49,117,229,73,122,2702,-11335,93,82,-9999,17,2,13,7,0
113,172,36,117,230,73,119,2701,-11335,89,79,-9999,14,2,13,7,0
156,211,74,120,229,71,117,2700,-11335,103,76,-9999,10,2,13,7,0
110,281,26,123,229,71,119,2699,-11335,124,72,-9999,6,2,13,7,0
209,406,85,137,223,79,133,2698,-11335,164,69,-9999,4,2,8,7,0
456,401,167,142,214,82,133,2697,-11335,197,69,-9999,3,2,8,7,0
234,463,148,123,225,74,119,2696,-11335,199,69,-9999,3,2,8,7,0
60,337,39,104,233,65,107,2695,-11335,147,69,-9999,2,2,8,7,0
47,165,29,100,235,60,103,2694,-11335,96,69,-9999,2,2,2,7,0
84,124,33,73,181,53,76,3079,-11334,48,213,1,33,-9999,2,7,19
88,139,27,74,179,54,77,3078,-11334,49,220,1,33,-9999,2,7,16
125,133,31,76,178,54,79,3077,-11334,50,224,1,33,-9999,2,7,14
125,116,15,78,177,53,79,3076,-11334,61,224,1,33,-9999,2,7,11
161,149,33,79,175,52,81,3075,-11334,58,222,1,33,-9999,2,7,9
225,122,53,78,174,54,83,3074,-11334,66,221,1,33,-9999,2,7,7
180,134,56,69,176,53,80,3073,-11334,84,221,1,33,-9999,2,7,4
105,145,22,62,179,51,76,3072,-11334,94,220,1,33,-9999,13,7,2
120,109,52,61,180,49,74,3071,-11334,75,221,1,33,-9999,2,7,2
77,100,17,59,182,47,66,3070,-11334,60,221,1,33,-9999,2,10,2
53,64,8,57,183,45,59,3069,-11334,61,222,1,33,-9999,2,10,2
40,56,7,57,185,47,59,3068,-11334,33,223,1,33,-9999,2,10,2
25,42,11,58,186,46,57,3067,-11334,24,224,1,33,-9999,2,10,1
28,72,16,64,185,48,62,3066,-11334,30,225,1,33,-9999,2,7,1
52,111,23,69,184,47,60,3065,-11334,43,218,1,33,-9999,2,10,1
43,134,31,66,185,44,59,3064,-11334,51,212,1,33,-9999,2,10,1
303,319,84,95,181,51,80,3016,-11334,136,223,1,32,2,12,7,0
421,263,111,88,179,47,76,3015,-11334,120,224,1,32,2,10,10,0
278,335,93,73,186,43,66,3014,-11334,105,224,1,32,2,1,10,0
150,259,43,63,193,42,61,3013,-11334,92,224,1,32,2,1,10,0
81,161,28,61,197,44,60,3012,-11334,54,224,1,32,2,1,10,0
